subject_id,model,condition,temperature,det_rate,fa_rate
Opus_c0_neutral_t1_2026-06-10T12:58:26.212Z,Opus,c0_neutral,1,0.8181818181818182,0.0606060606060606
Opus_c0_neutral_t1_2026-06-10T12:59:50.659Z,Opus,c0_neutral,1,0.8181818181818182,0.0606060606060606
Opus_c0_neutral_t1_2026-06-10T13:01:18.407Z,Opus,c0_neutral,1,0.9090909090909091,0.10303030303030303
Opus_c0_neutral_t1_2026-06-10T13:02:32.435Z,Opus,c0_neutral,1,0.9090909090909091,0.048484848484848485
Opus_c0_neutral_t1_2026-06-10T13:04:06.148Z,Opus,c0_neutral,1,0.9090909090909091,0.05454545454545454
Opus_c0_neutral_t1_2026-06-10T13:05:28.661Z,Opus,c0_neutral,1,0.9090909090909091,0.04242424242424243
Opus_c0_neutral_t1_2026-06-10T13:06:53.608Z,Opus,c0_neutral,1,0.8181818181818182,0.08484848484848485
Opus_c0_neutral_t1_2026-06-10T13:08:21.159Z,Opus,c0_neutral,1,0.8181818181818182,0.0303030303030303
Opus_c0_neutral_t1_2026-06-10T13:10:12.974Z,Opus,c0_neutral,1,0.8181818181818182,0.07272727272727274
Opus_c1_safety_t0_2026-06-10T07:38:07.813Z,Opus,c1_safety,0,0.8181818181818182,0.03636363636363636
Opus_c1_safety_t0_2026-06-10T07:39:15.438Z,Opus,c1_safety,0,0.8181818181818182,0.024242424242424242
Opus_c1_safety_t0_2026-06-10T07:40:33.119Z,Opus,c1_safety,0,0.8181818181818182,0.0606060606060606
Opus_c1_safety_t0_2026-06-10T07:41:43.159Z,Opus,c1_safety,0,0.8181818181818182,0.03636363636363636
Opus_c1_safety_t0_2026-06-10T07:43:03.339Z,Opus,c1_safety,0,0.8181818181818182,0.06666666666666667
Opus_c1_safety_t0_2026-06-10T07:44:15.840Z,Opus,c1_safety,0,0.7272727272727273,0.04242424242424243
Opus_c1_safety_t0_2026-06-10T07:45:34.483Z,Opus,c1_safety,0,0.8181818181818182,0.04242424242424243
Opus_c1_safety_t0_2026-06-10T07:48:05.029Z,Opus,c1_safety,0,0.8181818181818182,0.0303030303030303
Opus_c1_safety_t0_2026-06-10T07:49:17.841Z,Opus,c1_safety,0,0.7272727272727273,0.04242424242424243
Opus_c1_safety_t0_2026-06-10T07:50:28.493Z,Opus,c1_safety,0,0.9090909090909091,0.03636363636363636
Opus_c1_safety_t0_2026-06-10T07:51:43.450Z,Opus,c1_safety,0,0.8181818181818182,0.048484848484848485
Opus_c1_safety_t0_2026-06-10T07:52:59.947Z,Opus,c1_safety,0,0.8181818181818182,0.05454545454545454
Opus_c1_safety_t0_2026-06-10T07:54:14.594Z,Opus,c1_safety,0,0.9090909090909091,0.04242424242424242
Opus_c1_safety_t0_2026-06-10T07:55:23.102Z,Opus,c1_safety,0,0.8181818181818182,0.018181818181818184
Opus_c1_safety_t0_2026-06-10T07:56:38.979Z,Opus,c1_safety,0,0.8181818181818182,0.012121212121212121
Opus_c1_safety_t0_2026-06-10T07:57:52.707Z,Opus,c1_safety,0,0.7272727272727273,0.048484848484848485
Opus_c1_safety_t0_2026-06-10T07:59:21.695Z,Opus,c1_safety,0,0.8181818181818182,0.08484848484848485
Opus_c1_safety_t0_2026-06-10T08:00:49.962Z,Opus,c1_safety,0,1.0,0.06666666666666667
Opus_c1_safety_t0_2026-06-10T08:02:03.076Z,Opus,c1_safety,0,0.8181818181818182,0.006060606060606061
Opus_c1_safety_t1_2026-06-10T13:11:30.086Z,Opus,c1_safety,1,0.9090909090909091,0.018181818181818184
Opus_c1_safety_t1_2026-06-10T13:12:44.738Z,Opus,c1_safety,1,0.8181818181818182,0.048484848484848485
Opus_c1_safety_t1_2026-06-10T13:14:13.824Z,Opus,c1_safety,1,0.8181818181818182,0.05454545454545454
Opus_c1_safety_t1_2026-06-10T13:15:37.995Z,Opus,c1_safety,1,0.9090909090909091,0.0303030303030303
Opus_c1_safety_t1_2026-06-10T13:17:12.001Z,Opus,c1_safety,1,0.8181818181818182,0.024242424242424242
Opus_c1_safety_t1_2026-06-10T13:18:39.248Z,Opus,c1_safety,1,0.8181818181818182,0.0303030303030303
Opus_c1_safety_t1_2026-06-10T13:20:09.709Z,Opus,c1_safety,1,0.8181818181818182,0.012121212121212121
Opus_c1_safety_t1_2026-06-10T13:21:34.385Z,Opus,c1_safety,1,1.0,0.048484848484848485
Opus_c1_safety_t1_2026-06-10T13:23:11.326Z,Opus,c1_safety,1,0.8181818181818182,0.0606060606060606
Opus_c1_safety_t1_2026-06-10T13:24:48.683Z,Opus,c1_safety,1,0.9090909090909091,0.03636363636363636
Opus_c1_safety_t1_2026-06-10T13:26:16.395Z,Opus,c1_safety,1,0.8181818181818182,0.0303030303030303
Opus_c1_safety_t1_2026-06-10T13:27:30.779Z,Opus,c1_safety,1,0.8181818181818182,0.06666666666666667
Opus_c1_safety_t1_2026-06-10T13:28:43.238Z,Opus,c1_safety,1,0.8181818181818182,0.04242424242424243
Opus_c1_safety_t1_2026-06-10T13:31:42.336Z,Opus,c1_safety,1,0.9090909090909091,0.03636363636363636
Opus_c1_safety_t1_2026-06-10T13:33:10.808Z,Opus,c1_safety,1,0.8181818181818182,0.0303030303030303
Opus_c1_safety_t1_2026-06-10T13:34:44.836Z,Opus,c1_safety,1,0.9090909090909091,0.048484848484848485
Opus_c1_safety_t1_2026-06-10T13:36:10.258Z,Opus,c1_safety,1,0.7272727272727273,0.0303030303030303
Opus_c1_safety_t1_2026-06-10T13:37:26.288Z,Opus,c1_safety,1,0.8181818181818182,0.024242424242424242
